Company_ID,Establishment_Year,Tech_Readiness_Level,Company_Structure,IT_Budget_USD,Small_Branch_Offices,International_Branches,Days_Since_Last_Contract,Mnt_Cloud_Infrastructure,Mnt_CRM_Software,Mnt_ERP_Systems,Mnt_Cybersecurity,Mnt_Collaboration_Tools,Mnt_AI_Data_Analytics,Num_Discounted_Contracts,Num_SelfService_Contracts,Num_Partner_Reseller_Contracts,Num_Direct_Sales_Contracts,Num_B2B_Portal_Visits_Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,SLA_Breach_Complaints,Response,Mnt_Total_Enterprise_Spend,AI_Spending_Ratio,Partnership_Years,Macro_Cluster,Macro_Cluster_Name,Final_Segment
5547,1982,0,2,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,1919,0.0,13,2,Large Enterprise,Large Enterprise - Cloud Focus
7822,1976,3,0,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,662,0.0814479638009049,13,1,Mid-Market Enterprise,Mid-Market Enterprise
8541,1990,1,2,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,41,0.1428571428571428,12,0,Small Business (SMEs),Small Business (SMEs)
10955,1964,3,3,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,1600,0.028732042473454,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
4368,1980,3,2,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,134,0.074074074074074,13,0,Small Business (SMEs),Small Business (SMEs)
9671,1968,3,2,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,69,0.4,12,0,Small Business (SMEs),Small Business (SMEs)
2256,1973,2,2,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,21,0.0454545454545454,12,0,Small Business (SMEs),Small Business (SMEs)
4279,1963,1,1,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,54,0.3272727272727272,12,0,Small Business (SMEs),Small Business (SMEs)
5371,1989,3,1,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,91,0.3695652173913043,12,0,Small Business (SMEs),Small Business (SMEs)
9240,1971,0,1,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,526,0.064516129032258,12,1,Mid-Market Enterprise,Mid-Market Enterprise
9460,1963,3,2,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,162,0.2576687116564417,13,0,Small Business (SMEs),Small Business (SMEs)
9504,1949,2,2,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,1008,0.0465807730426164,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
8692,1952,3,0,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,240,0.0622406639004149,14,0,Small Business (SMEs),Small Business (SMEs)
448,1978,0,1,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,795,0.1482412060301507,13,1,Mid-Market Enterprise,Mid-Market Enterprise
8314,1982,3,2,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,1772,0.0626057529610829,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
8420,1970,1,2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,64,0.2615384615384615,13,0,Small Business (SMEs),Small Business (SMEs)
3174,1959,3,0,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1957,0.0168539325842696,13,2,Large Enterprise,Large Enterprise - Cloud Focus
7685,1978,3,2,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,78,0.1518987341772152,13,0,Small Business (SMEs),Small Business (SMEs)
3179,1980,3,1,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,1572,0.0241576605212968,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
9780,1971,2,0,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,795,0.0464824120603015,13,1,Mid-Market Enterprise,Mid-Market Enterprise
10681,1970,1,2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,0.0932584269662921,12,1,Mid-Market Enterprise,Mid-Market Enterprise
10232,1963,0,4,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,331,0.072289156626506,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4184,1950,0,0,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,265,0.150375939849624,12,1,Mid-Market Enterprise,Mid-Market Enterprise
9120,1962,3,1,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1065,0.0393996247654784,14,1,Mid-Market Enterprise,Mid-Market Enterprise
891,1951,2,0,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,11,0.0833333333333333,13,0,Small Business (SMEs),Small Business (SMEs)
10381,1979,3,1,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,21,0.1818181818181818,13,0,Small Business (SMEs),Small Business (SMEs)
3525,1970,3,0,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,0.0555555555555555,14,0,Small Business (SMEs),Small Business (SMEs)
6818,1974,3,2,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,0.2864864864864865,14,0,Small Business (SMEs),Small Business (SMEs)
3526,1968,0,2,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,38,0.0256410256410256,12,0,Small Business (SMEs),Small Business (SMEs)
8181,1978,1,1,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,177,0.1348314606741573,13,0,Small Business (SMEs),Small Business (SMEs)
1029,1970,0,0,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,279,0.0714285714285714,13,1,Mid-Market Enterprise,Mid-Market Enterprise
7369,1981,2,2,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,62,0.0,13,0,Small Business (SMEs),Small Business (SMEs)
2574,1977,0,2,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1230,0.0194963444354183,13,2,Large Enterprise,Large Enterprise - Cloud Focus
8159,1968,3,2,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,182,0.1639344262295081,12,0,Small Business (SMEs),Small Business (SMEs)
1160,1970,3,2,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,49,0.14,13,0,Small Business (SMEs),Small Business (SMEs)
10242,1966,0,0,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,75,0.1052631578947368,13,0,Small Business (SMEs),Small Business (SMEs)
5253,1956,2,0,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,227,0.0175438596491228,13,1,Mid-Market Enterprise,Mid-Market Enterprise
5966,1974,0,2,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,215,0.0092592592592592,14,0,Small Business (SMEs),Small Business (SMEs)
5314,1951,3,0,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,0.2224719101123595,13,0,Small Business (SMEs),Small Business (SMEs)
5081,1967,1,0,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,0.2083333333333333,13,0,Small Business (SMEs),Small Business (SMEs)
5123,1951,2,2,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,143,0.3611111111111111,13,0,Small Business (SMEs),Small Business (SMEs)
5756,1983,3,0,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,55,0.0357142857142857,12,0,Small Business (SMEs),Small Business (SMEs)
8036,1971,1,0,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,63,0.140625,12,0,Small Business (SMEs),Small Business (SMEs)
9058,1955,3,3,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,1867,0.1199143468950749,14,2,Large Enterprise,Large Enterprise - Cloud Focus
5057,1961,2,2,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,611,0.0179738562091503,13,1,Mid-Market Enterprise,Mid-Market Enterprise
254,1955,3,0,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,473,0.0632911392405063,12,1,Mid-Market Enterprise,Mid-Market Enterprise
4179,1959,3,0,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,0.3928571428571428,13,0,Small Business (SMEs),Small Business (SMEs)
3710,1984,0,1,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,81,0.2073170731707317,14,0,Small Business (SMEs),Small Business (SMEs)
7627,1975,2,2,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,2086,0.0095831336847149,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
4501,1965,2,1,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1478,0.1115618661257606,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
6424,1977,3,0,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,0.32,12,0,Small Business (SMEs),Small Business (SMEs)
3075,1972,0,2,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,382,0.0,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4992,1975,2,0,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,69,0.4285714285714285,13,0,Small Business (SMEs),Small Business (SMEs)
5252,1969,3,4,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,67,0.1911764705882352,14,0,Small Business (SMEs),Small Business (SMEs)
7444,1969,2,2,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,30,0.064516129032258,13,0,Small Business (SMEs),Small Business (SMEs)
6919,1978,1,2,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,63,0.234375,13,0,Small Business (SMEs),Small Business (SMEs)
3537,1981,3,0,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,79,0.05,14,0,Small Business (SMEs),Small Business (SMEs)
10277,1961,3,1,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,42,0.0930232558139534,13,0,Small Business (SMEs),Small Business (SMEs)
2453,1960,3,0,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,819,0.1207317073170731,14,1,Mid-Market Enterprise,Mid-Market Enterprise
7972,1955,3,1,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,1151,0.046875,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
895,1948,0,2,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,594,0.0823529411764705,14,1,Mid-Market Enterprise,Mid-Market Enterprise
1177,1966,2,0,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,129,0.1076923076923077,13,0,Small Business (SMEs),Small Business (SMEs)
7141,1986,2,1,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,213,0.2990654205607476,14,0,Small Business (SMEs),Small Business (SMEs)
7232,1973,3,3,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,0.0588235294117647,12,0,Small Business (SMEs),Small Business (SMEs)
8477,1956,3,4,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,28,0.0344827586206896,13,0,Small Business (SMEs),Small Business (SMEs)
2457,1975,4,2,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,0.2391304347826087,14,0,Small Business (SMEs),Small Business (SMEs)
988,1965,3,2,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,1193,0.0184254606365159,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
7930,1969,2,1,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,268,0.1486988847583643,13,0,Small Business (SMEs),Small Business (SMEs)
4587,1944,2,3,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,266,0.0374531835205992,13,0,Small Business (SMEs),Small Business (SMEs)
6682,1973,4,2,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,37,0.3947368421052631,14,0,Small Business (SMEs),Small Business (SMEs)
6222,1967,3,2,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,0.0526315789473684,13,0,Small Business (SMEs),Small Business (SMEs)
10299,1969,0,1,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,882,0.0464326160815402,14,1,Mid-Market Enterprise,Mid-Market Enterprise
3083,1974,3,2,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,373,0.0641711229946524,13,0,Small Business (SMEs),Small Business (SMEs)
8953,1965,2,1,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,0.0833333333333333,13,0,Small Business (SMEs),Small Business (SMEs)
1503,1976,0,0,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,107,0.0185185185185185,13,2,Large Enterprise,Large Enterprise - Cloud Focus
8650,1978,3,3,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,0.2325581395348837,13,0,Small Business (SMEs),Small Business (SMEs)
10862,1960,2,2,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,326,0.0795107033639143,14,0,Small Business (SMEs),Small Business (SMEs)
2782,1961,0,2,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,0.037037037037037,13,1,Mid-Market Enterprise,Mid-Market Enterprise
6941,1971,3,1,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,95,0.3333333333333333,13,0,Small Business (SMEs),Small Business (SMEs)
10972,1949,3,3,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,939,0.0372340425531914,12,1,Mid-Market Enterprise,Mid-Market Enterprise
10708,1978,1,1,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,33,0.0588235294117647,13,0,Small Business (SMEs),Small Business (SMEs)
6583,1955,1,2,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,981,0.1089613034623217,13,1,Mid-Market Enterprise,Mid-Market Enterprise
3641,1976,3,2,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,36,0.1621621621621621,13,0,Small Business (SMEs),Small Business (SMEs)
10156,1975,3,1,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1237,0.1534733441033925,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
4299,1960,3,0,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1825,0.0093099671412924,14,2,Large Enterprise,Large Enterprise - Cloud Focus
3469,1977,0,4,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,103,0.0769230769230769,14,0,Small Business (SMEs),Small Business (SMEs)
5063,1977,3,1,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,191,0.015625,14,0,Small Business (SMEs),Small Business (SMEs)
10727,1970,0,2,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,0.0189035916824196,13,2,Large Enterprise,Large Enterprise - Cloud Focus
9624,1958,0,0,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,963,0.0560165975103734,12,1,Mid-Market Enterprise,Mid-Market Enterprise
5156,1970,1,2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,0.0932584269662921,12,1,Mid-Market Enterprise,Mid-Market Enterprise
4376,1960,1,1,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,93,0.3191489361702128,12,0,Small Business (SMEs),Small Business (SMEs)
8923,1973,3,1,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1587,0.0497481108312342,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
8461,1962,3,4,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,0.0588235294117647,12,0,Small Business (SMEs),Small Business (SMEs)
6945,1952,3,1,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1375,0.1184593023255814,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
944,1962,3,2,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,0.1218274111675127,13,1,Mid-Market Enterprise,Mid-Market Enterprise
1907,1950,2,4,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1477,0.0466847090663058,14,2,Large Enterprise,Large Enterprise - Cloud Focus
701,1971,3,2,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1179,0.061864406779661,13,2,Large Enterprise,Large Enterprise - Cloud Focus
3856,1960,3,0,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,0.1580516898608349,14,1,Mid-Market Enterprise,Mid-Market Enterprise
4149,1948,0,0,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1348,0.0192735359525574,12,2,Large Enterprise,Large Enterprise - Cloud Focus
2131,1959,0,4,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,0.0191131498470948,14,2,Large Enterprise,Large Enterprise - Cloud Focus
2942,1964,3,1,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,486,0.2956878850102669,13,1,Mid-Market Enterprise,Mid-Market Enterprise
1173,1947,2,0,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2252,0.0652463382157123,13,2,Large Enterprise,Large Enterprise - Cloud Focus
4381,1971,0,2,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,235,0.0466101694915254,13,0,Small Business (SMEs),Small Business (SMEs)
4611,1970,3,0,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,1724,0.12,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
3376,1970,2,4,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,235,0.0805084745762711,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4679,1977,2,2,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1092,0.0457456541628545,12,2,Large Enterprise,Large Enterprise - Cloud Focus
10928,1958,3,0,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,0.2433333333333333,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4248,1960,2,1,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,0.0189148830263812,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
6728,1985,3,0,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,48,0.1224489795918367,14,0,Small Business (SMEs),Small Business (SMEs)
6661,1974,3,2,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1174,0.0093617021276595,14,2,Large Enterprise,Large Enterprise - Cloud Focus
4725,1950,0,0,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,67,0.1323529411764706,12,0,Small Business (SMEs),Small Business (SMEs)
3277,1955,3,4,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,365,0.0464480874316939,14,1,Mid-Market Enterprise,Mid-Market Enterprise
5555,1975,3,4,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.1428571428571428,12,2,Large Enterprise,Large Enterprise - Cloud Focus
2564,1953,3,0,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,165,0.0903614457831325,12,1,Mid-Market Enterprise,Mid-Market Enterprise
946,1958,1,0,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,0.1184834123222748,14,0,Small Business (SMEs),Small Business (SMEs)
3867,1947,0,0,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,0.0647810218978102,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
6940,1966,0,1,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,223,0.3392857142857143,13,0,Small Business (SMEs),Small Business (SMEs)
55,1963,3,0,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,597,0.0083612040133779,14,1,Mid-Market Enterprise,Mid-Market Enterprise
7093,1985,3,2,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,0.2608695652173913,13,0,Small Business (SMEs),Small Business (SMEs)
5084,1975,3,3,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,0.1417840375586854,13,1,Mid-Market Enterprise,Mid-Market Enterprise
1777,1980,4,2,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,0.1466666666666666,14,0,Small Business (SMEs),Small Business (SMEs)
8162,1956,2,0,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,26,0.074074074074074,13,0,Small Business (SMEs),Small Business (SMEs)
10826,1959,3,2,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,0.3114754098360656,14,0,Small Business (SMEs),Small Business (SMEs)
8754,1974,0,0,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,0.1428571428571428,13,0,Small Business (SMEs),Small Business (SMEs)
1987,1987,4,1,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,59,0.25,13,0,Small Business (SMEs),Small Business (SMEs)
11007,1968,0,2,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,34,0.0571428571428571,13,0,Small Business (SMEs),Small Business (SMEs)
7426,1971,1,2,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,0.0904522613065326,13,1,Mid-Market Enterprise,Mid-Market Enterprise
9153,1964,0,2,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1048,0.0095328884652049,13,1,Mid-Market Enterprise,Mid-Market Enterprise
10379,1962,2,1,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,574,0.1443478260869565,13,1,Mid-Market Enterprise,Mid-Market Enterprise
9204,1970,3,3,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1029,0.1368932038834951,14,1,Mid-Market Enterprise,Mid-Market Enterprise
3197,1980,3,2,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,670,0.0879284649776453,13,1,Mid-Market Enterprise,Mid-Market Enterprise
2920,1975,0,1,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,0.0383451059535822,14,1,Mid-Market Enterprise,Mid-Market Enterprise
6961,1974,3,2,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,0.0833333333333333,12,0,Small Business (SMEs),Small Business (SMEs)
4673,1963,0,2,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1241,0.0289855072463768,14,2,Large Enterprise,Large Enterprise - Cloud Focus
9937,1979,3,1,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,576,0.1577123050259965,12,1,Mid-Market Enterprise,Mid-Market Enterprise
8779,1985,1,2,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,172,0.1040462427745664,13,0,Small Business (SMEs),Small Business (SMEs)
9596,1980,0,1,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,664,0.0090225563909774,13,1,Mid-Market Enterprise,Mid-Market Enterprise
2891,1963,3,4,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,0.1657696447793326,13,1,Mid-Market Enterprise,Mid-Market Enterprise
4910,1967,3,4,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,0.0554216867469879,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus
75,1982,1,0,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,467,0.0961538461538461,13,0,Small Business (SMEs),Small Business (SMEs)
10120,1955,3,0,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,257,0.1589147286821705,13,0,Small Business (SMEs),Small Business (SMEs)
6327,1967,3,0,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1146,0.047079337401918,13,1,Mid-Market Enterprise,Mid-Market Enterprise
10142,1976,0,4,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,689,0.1130434782608695,13,1,Mid-Market Enterprise,Mid-Market Enterprise
